content,sentiment,score
it is amazing,POSITIVE,0.9986053109169006
fun,POSITIVE,0.9987221360206604
"Rubbish, there is no magic eraser.. only filters...",NEGATIVE,0.9989468455314636
I like this app a lot of fun to me .,POSITIVE,0.9987871050834656
False advertising ad showed teenage filter no such filter on app deleted,NEGATIVE,0.9994603991508484
it's OK 👌,POSITIVE,0.9961786270141602
fantastic,POSITIVE,0.9984145164489746
keeps crashing,NEGATIVE,0.9994841814041138
Ad has nothing to do with app.,NEGATIVE,0.9994014501571655
it doesn't work !!,NEGATIVE,0.9994834661483765
It doesn't work,NEGATIVE,0.999488115310669
you can't flip you camera screen to selfie,NEGATIVE,0.9990015625953674
"Kept crashing, couldn't use the hairstyle filter, there's not an easy way to not use a filter. Not for me.",NEGATIVE,0.9994864463806152
"Shortly after downloading this app the newest one on my phone, suddenly my phone started to randomly pop open a browser window and display two different sales sites. Once I deleted it and restarted my phone, the issue went away. Very invasive, very upsetting.",NEGATIVE,0.9994856119155884
Doesn't work,NEGATIVE,0.9994957447052002
not what it advertises,NEGATIVE,0.9993670582771301
False advertising.. nowhere can you see your face younger in real time. How dare you. Plus this is 25 mb huge. Deleting.,NEGATIVE,0.999477207660675
The experience was terrible because it would nt work at all is was so lame and pathetic.,NEGATIVE,0.9995092153549194
It didn't do anything.,NEGATIVE,0.999500036239624
It takes beautiful pictures,POSITIVE,0.9987432360649109
I really like all this app. offers. I love playing with my photos.,POSITIVE,0.9989205598831177
👍😎✌️,POSITIVE,0.9985143542289734
Google must remove this people from fake apps,NEGATIVE,0.9994235038757324
"Don't recommend this app at all. Didn't even open the app today, but it tried to open over 20 times. I have now uninstalled the app.",NEGATIVE,0.999502420425415
Wouldn't work,NEGATIVE,0.9994847774505615
Didn't even do what the ad said it would. Kept crashing. Uninstalled,NEGATIVE,0.9995115995407104
It didn't do.what it said.,NEGATIVE,0.9994993209838867
👍🏾👍🏾👍🏾,POSITIVE,0.9983925223350525
"False advertising or the user interface is so counterintuitive that it's not worth our time. Needs a lot of work. Switch the camera around to look at my face and even that was broken, as if it's pointing the camera in the wrong direction or something? Like a pip screen? Pretty much every team of coders needs my as a project lead and they'd be wise to admit it and bring me on board.",NEGATIVE,0.9994891881942749
Bad,NEGATIVE,0.9991268515586853
It is not what is on the add,NEGATIVE,0.9993711113929749
"it's just bad. no instructions, 30+seconds of ads after each movement. if it dies something worth while couldn't get to it. not worth my time. uninstalled",NEGATIVE,0.9995074272155762
False advertising,NEGATIVE,0.9994644522666931
It doesn't work just take some picture of you,NEGATIVE,0.999479353427887
Didn't work for me.,NEGATIVE,0.9994908571243286
D idnt work for me at all,NEGATIVE,0.9994478821754456
It's a stupid I thought I could see my age,NEGATIVE,0.9990890026092529
Never used the app. So why the rating? It would randomly launch ads via my browser while I am in other apps. Avoid.,NEGATIVE,0.9995055198669434
I thought it shows u what u look like older but it doesn't..,NEGATIVE,0.9994930028915405
Very bad,NEGATIVE,0.9994601607322693
Not what it seems to be,NEGATIVE,0.9992582201957703
I am not even going to rate this because it's absolutely bogus waste of time what I seen on the app was you can spy on someone from satellite like in terms of using Google Earth store it'll pull up someone's location or place.,NEGATIVE,0.9995054006576538
What does shooting at space ships have to do with trying different hairstyles? This is a scam that doesn't do anything,NEGATIVE,0.9995039701461792
Deceptive advertising,NEGATIVE,0.999441921710968
Gives you know details on how to use,POSITIVE,0.9984582662582397
This is ridiculous! No hair on here to try!,NEGATIVE,0.9995037317276001
Worst app ever a boost add is the first thing you see and they want you to down load that before anything . Sucks.,NEGATIVE,0.9995005130767822
No where to look for hairstyles as advertised,NEGATIVE,0.9994722008705139
Won't work k right. Too I volved,NEGATIVE,0.9994227886199951
"False advertising. Your showing that you can take pictures anywhere in the world, but all you can do is take pictures with my camera that's already on my phone.",NEGATIVE,0.9994889497756958
It advertised that I could see what I looked like at an older age .... but it don't.... this app is garbage.,NEGATIVE,0.9995056390762329
This is trash.,NEGATIVE,0.9994027614593506
Does not do what it says,NEGATIVE,0.999496340751648
No directions on how to use,NEGATIVE,0.9993476271629333
Didn't work,NEGATIVE,0.9994968175888062
You duck doesn't work,NEGATIVE,0.9994613528251648
Downloaded to try different hairstyles. It had nothing if the sort. Only stupid filters. My phone has more & better filter options. Uninstalling right now,NEGATIVE,0.9994947910308838
Bad!!!!!!,NEGATIVE,0.999357283115387
Trash.,NEGATIVE,0.9984560012817383
Fake advertising the app is ad and ad and ad,NEGATIVE,0.9994882345199585
"It showed hair app, yet doesn't go there",NEGATIVE,0.9954368472099304
It's not working at all.,NEGATIVE,0.9995030164718628
Kept freezing,NEGATIVE,0.9994263648986816
I can't make my self look older all I can do is take pictures of myself i don't like this game hope you can do better,NEGATIVE,0.9994993209838867
You suck your ad implies filters,NEGATIVE,0.9989284873008728
Terrible app. literally less than 30 seconds there's ads and then every time you switch between a filter there's ads.,NEGATIVE,0.9995105266571045
Doesn't work at all.. very misleading..,NEGATIVE,0.9995021820068359
Too complicated. After 5 minutes I still couldn't get it to work. Goodbye,NEGATIVE,0.9995061159133911
I hate it,NEGATIVE,0.9994086027145386
Doesn't have the young filter as advertised,NEGATIVE,0.9994986057281494
Pos,POSITIVE,0.9950476884841919
"This app is terrible.In the ad,it shows that you can animate pictures and you can get backgrounds but when I installed it, none of those features were there. DO NOT INSTALL THIS APP. This app will waste your time. I know it's wasted mine for sure.",NEGATIVE,0.9995108842849731
"Doesn't work , it's misleading.",NEGATIVE,0.9995068311691284
Just downloaded and it won't upload my photos from.my gallery. Pointless.,NEGATIVE,0.9994819760322571
Sucks,NEGATIVE,0.9982765913009644
"Not as advertised, couldn't find hairstyles. Too many ads. No thanks.",NEGATIVE,0.9994982481002808
Horrible,NEGATIVE,0.999446451663971
"There was no way to select hairstyles, which is why I uninstalled.",NEGATIVE,0.9995008707046509
I don't like it and I can't get rid of it,NEGATIVE,0.9994602799415588
It's not what it said it was. Bye,NEGATIVE,0.9994749426841736
This is false advertising! & NOT what's advertising at Facebook! Every click is 💩,NEGATIVE,0.9994779229164124
Sucks,NEGATIVE,0.9982765913009644
"Doesn't really do anything. I wanted to see different hair styles, not on this app. It takes pictures of you, for you, but your camera does that, right? Don't see any need for this app other then to delete it.",NEGATIVE,0.9995061159133911
You miss leed people,NEGATIVE,0.997119665145874
Not what I wanted,NEGATIVE,0.9994279742240906
Not as described,NEGATIVE,0.9994695782661438
Can't figure out the way I saw pics,NEGATIVE,0.9994649291038513
"FALSE ADVERTISEMENT! It's absolute trash, just a camera filter. You can't use existing pictures. In the ad they showed a picture Bruce Lee become animated and act like Mr. Bean. There was no animation option.... you can't even get into your existing photos. I would give it zero stars if they'd let me.",NEGATIVE,0.9995100498199463
Very confusing app i cant figure out how to access the hair changes??,NEGATIVE,0.9995028972625732
"Wasteful all it does is takes pictures of you, THEN THEY HAVE THE NERVE TO SAY ""rate us 5 starts"" 🤨💢💢",NEGATIVE,0.9994602799415588
Ads is over buttons and where is the different hair styles,NEGATIVE,0.9975112676620483
Nit a hairstyles app,NEGATIVE,0.95665442943573
Not as advertised,NEGATIVE,0.9994468092918396
"Not as advertised, its stupid",NEGATIVE,0.9994829893112183
It wasn't what was advertised,NEGATIVE,0.9994725584983826
All I can do is take a picture. What the heck do I do next,NEGATIVE,0.9992865920066833
Can't open it,NEGATIVE,0.9994545578956604
Ur app sucks,NEGATIVE,0.9994757771492004
no hair style,NEGATIVE,0.9984283447265625
Supposed to do hairdo doesnt,NEGATIVE,0.999480664730072
It not doing anything to the filter this app sucks .,NEGATIVE,0.9995028972625732
OMG ITS SO BAD JUST WHAT DO YOU DOOOOO,NEGATIVE,0.9993731379508972
Absolute garbage. My basic phone camera does more,NEGATIVE,0.999483585357666
Disatified. The app will not open exsisting photos or cannot locate Google Photos. Uninstalled.,NEGATIVE,0.9995054006576538
No hairstyles. Not what is advertised.,NEGATIVE,0.9994858503341675
It does not show us when we are older it's just pics:( RUDE I REGRET DOWNLOADING THE APP!!,NEGATIVE,0.9994947910308838
"Don't work it's fake because if you want to update your pics and you hit the picture box and nothing happens your phots don't show up so don't download it ,it's fake and a scam and don't trust the 5 star ppl they are liars and the work at this fake place",NEGATIVE,0.999510645866394
No instructions. False advertising.,NEGATIVE,0.9994745850563049
"It sucks, false advertising",NEGATIVE,0.9994983673095703
Not as advertised. No instructions at all. Scam,NEGATIVE,0.9994990825653076
"I downloaded it so I could find a hairstyle, but there wasn't a way to look for hairstyles!",NEGATIVE,0.9986567497253418
Cant get it to come up,NEGATIVE,0.9994645714759827
To many damn ads.,NEGATIVE,0.9993953704833984
not what was advertised,NEGATIVE,0.9994196891784668
This is stupid. I freaking hate it!,NEGATIVE,0.9994888305664062
Terrible app. Do not install,NEGATIVE,0.9995042085647583
So far I can't get the cameras to take a selfie,NEGATIVE,0.999495267868042
doesn't work,NEGATIVE,0.9994888305664062
Not as advertised,NEGATIVE,0.9994468092918396
Sucked. Didn't show what to do. Stupid.,NEGATIVE,0.9994876384735107
I can't figure out how to use this!,NEGATIVE,0.9995019435882568
Not easy to use. Disappointed to say the least!,NEGATIVE,0.9995090961456299
It's a scam,NEGATIVE,0.9994694590568542
It's a scam,NEGATIVE,0.9994694590568542
No hairstyles! Scam,NEGATIVE,0.9994811415672302
Many ads can't get AP to go past start page..It forces a rating before using,NEGATIVE,0.9994292855262756
Wear is the slide button,POSITIVE,0.9864782094955444
So good,POSITIVE,0.9984643459320068
don't like it not like it was advertised,NEGATIVE,0.9994908571243286
"Apps straight trash, doesn't do what it states in terms of ad... False advertising No stars because you deserve none",NEGATIVE,0.9995074272155762
"The app ask for permission to access my photos, but when I try to upload one it only gives me the option to take a new picture.",NEGATIVE,0.9994968175888062
Why do you say free?,NEGATIVE,0.9978085160255432
Don't try it's so worse doesn'tt work Or like what like what it is not the best.,NEGATIVE,0.9994903802871704
Horrible app once you get through ads no direction on what to do deleted within 5 min of downloading,NEGATIVE,0.9995095729827881
Is NOTHING LIKE WHAT I SAW IN ADD. THIS IS NOT THE FIRST THIS HAPPENS.,NEGATIVE,0.9982542395591736
I thought it was supposed to show different hair styles,NEGATIVE,0.9991557598114014
Not as advertised. I was interested in the different hairstyles and didn't see any different hairstyles at all.,NEGATIVE,0.9994275569915771
Not what it's cracked up to be.,NEGATIVE,0.9993040561676025
Too many ads,NEGATIVE,0.9994449019432068
"To many Ads, no directions! Waste of time. ""POOPY!""",NEGATIVE,0.9995023012161255
Bad,NEGATIVE,0.9991268515586853
Too many ads. I can't choose a filter before another ad pops up,NEGATIVE,0.9995021820068359
Haven't,NEGATIVE,0.9922693967819214
Stupid asf,NEGATIVE,0.9992233514785767
This app is terrible it was stuck on camera filters,NEGATIVE,0.9995027780532837
Nothing about hairstyles here,NEGATIVE,0.9994367957115173
Can't get anything done before ad after ad hits you,NEGATIVE,0.9994823932647705
It sucks,NEGATIVE,0.9994494318962097
All ads,NEGATIVE,0.9954600930213928
1 because I can't put a 0,NEGATIVE,0.9985520243644714
Wasn't letting me look of how old I look and get,NEGATIVE,0.9994301199913025
Doesn't work. No instruction.,NEGATIVE,0.9995012283325195
It sucks,NEGATIVE,0.9994494318962097
Not a earth cam. Just a photo app.,NEGATIVE,0.9966135621070862
